Train Start Time,Station Name,Scheduled Time
11:42:00,Ideal Colony,12:15:04
11:42:00,Anand Nagar,12:16:32
11:42:00,Vanaz,12:19:00
,,
11:52:00,Ramwadi,11:52:00
11:52:00,Kalyani Nagar,11:56:02
11:52:00,Yerwada,12:01:00
11:52:00,Bund Garden,12:03:04
11:52:00,Ruby Hall Clinic,12:05:02
11:52:00,Pune Railway Station,12:07:02
11:52:00,Mangalwar Peth,12:09:08
11:52:00,District Court,12:12:06
11:52:00,PMC,12:14:04
11:52:00,Chatrapati Sambhaji Udyan,12:16:12
11:52:00,Deccan Gymkhana,12:18:40
11:52:00,Garware College,12:20:08
11:52:00,Nal Stop,12:22:06
11:52:00,Ideal Colony,12:25:04
11:52:00,Anand Nagar,12:26:32
11:52:00,Vanaz,12:29:00
,,
12:02:00,Ramwadi,12:02:00
12:02:00,Kalyani Nagar,12:06:02
12:02:00,Yerwada,12:11:00
12:02:00,Bund Garden,12:13:04
12:02:00,Ruby Hall Clinic,12:15:02
12:02:00,Pune Railway Station,12:17:02
12:02:00,Mangalwar Peth,12:19:08
12:02:00,District Court,12:22:06
12:02:00,PMC,12:24:04
12:02:00,Chatrapati Sambhaji Udyan,12:26:12
12:02:00,Deccan Gymkhana,12:28:40
12:02:00,Garware College,12:30:08
12:02:00,Nal Stop,12:32:06
12:02:00,Ideal Colony,12:35:04
12:02:00,Anand Nagar,12:36:32
12:02:00,Vanaz,12:39:00
,,
12:12:00,Ramwadi,12:12:00
12:12:00,Kalyani Nagar,12:16:02
12:12:00,Yerwada,12:21:00
12:12:00,Bund Garden,12:23:04
12:12:00,Ruby Hall Clinic,12:25:02
12:12:00,Pune Railway Station,12:27:02
12:12:00,Mangalwar Peth,12:29:08
12:12:00,District Court,12:32:06
12:12:00,PMC,12:34:04
12:12:00,Chatrapati Sambhaji Udyan,12:36:12
12:12:00,Deccan Gymkhana,12:38:40
12:12:00,Garware College,12:40:08
12:12:00,Nal Stop,12:42:06
12:12:00,Ideal Colony,12:45:04
12:12:00,Anand Nagar,12:46:32
12:12:00,Vanaz,12:49:00
,,
12:22:00,Ramwadi,12:22:00
12:22:00,Kalyani Nagar,12:26:02
12:22:00,Yerwada,12:31:00
12:22:00,Bund Garden,12:33:04
12:22:00,Ruby Hall Clinic,12:35:02
12:22:00,Pune Railway Station,12:37:02
12:22:00,Mangalwar Peth,12:39:08
12:22:00,District Court,12:42:06
12:22:00,PMC,12:44:04
12:22:00,Chatrapati Sambhaji Udyan,12:46:12
12:22:00,Deccan Gymkhana,12:48:40
12:22:00,Garware College,12:50:08
12:22:00,Nal Stop,12:52:06
12:22:00,Ideal Colony,12:55:04
12:22:00,Anand Nagar,12:56:32
12:22:00,Vanaz,12:59:00
,,
12:32:00,Ramwadi,12:32:00
12:32:00,Kalyani Nagar,12:36:02
12:32:00,Yerwada,12:41:00
12:32:00,Bund Garden,12:43:04
12:32:00,Ruby Hall Clinic,12:45:02
12:32:00,Pune Railway Station,12:47:02
12:32:00,Mangalwar Peth,12:49:08
12:32:00,District Court,12:52:06
12:32:00,PMC,12:54:04
12:32:00,Chatrapati Sambhaji Udyan,12:56:12
12:32:00,Deccan Gymkhana,12:58:40
12:32:00,Garware College,13:00:08
12:32:00,Nal Stop,13:02:06
12:32:00,Ideal Colony,13:05:04
12:32:00,Anand Nagar,13:06:32
12:32:00,Vanaz,13:09:00
,,
12:42:00,Ramwadi,12:42:00
12:42:00,Kalyani Nagar,12:46:02
12:42:00,Yerwada,12:51:00
12:42:00,Bund Garden,12:53:04
12:42:00,Ruby Hall Clinic,12:55:02
12:42:00,Pune Railway Station,12:57:02
12:42:00,Mangalwar Peth,12:59:08
12:42:00,District Court,13:02:06
12:42:00,PMC,13:04:04
12:42:00,Chatrapati Sambhaji Udyan,13:06:12
12:42:00,Deccan Gymkhana,13:08:40
12:42:00,Garware College,13:10:08
12:42:00,Nal Stop,13:12:06
12:42:00,Ideal Colony,13:15:04
12:42:00,Anand Nagar,13:16:32
12:42:00,Vanaz,13:19:00
,,
12:52:00,Ramwadi,12:52:00
12:52:00,Kalyani Nagar,12:56:02
12:52:00,Yerwada,13:01:00
12:52:00,Bund Garden,13:03:04
12:52:00,Ruby Hall Clinic,13:05:02
12:52:00,Pune Railway Station,13:07:02
12:52:00,Mangalwar Peth,13:09:08
12:52:00,District Court,13:12:06
12:52:00,PMC,13:14:04
12:52:00,Chatrapati Sambhaji Udyan,13:16:12
12:52:00,Deccan Gymkhana,13:18:40
12:52:00,Garware College,13:20:08
12:52:00,Nal Stop,13:22:06
12:52:00,Ideal Colony,13:25:04
12:52:00,Anand Nagar,13:26:32
12:52:00,Vanaz,13:29:00
,,
13:02:00,Ramwadi,13:02:00
13:02:00,Kalyani Nagar,13:06:02
13:02:00,Yerwada,13:11:00
13:02:00,Bund Garden,13:13:04
13:02:00,Ruby Hall Clinic,13:15:02
13:02:00,Pune Railway Station,13:17:02
13:02:00,Mangalwar Peth,13:19:08
13:02:00,District Court,13:22:06
13:02:00,PMC,13:24:04
13:02:00,Chatrapati Sambhaji Udyan,13:26:12
13:02:00,Deccan Gymkhana,13:28:40
13:02:00,Garware College,13:30:08
13:02:00,Nal Stop,13:32:06
13:02:00,Ideal Colony,13:35:04
13:02:00,Anand Nagar,13:36:32
13:02:00,Vanaz,13:39:00
,,
13:12:00,Ramwadi,13:12:00
13:12:00,Kalyani Nagar,13:16:02
13:12:00,Yerwada,13:21:00
13:12:00,Bund Garden,13:23:04
13:12:00,Ruby Hall Clinic,13:25:02
13:12:00,Pune Railway Station,13:27:02
13:12:00,Mangalwar Peth,13:29:08
13:12:00,District Court,13:32:06
13:12:00,PMC,13:34:04
13:12:00,Chatrapati Sambhaji Udyan,13:36:12
13:12:00,Deccan Gymkhana,13:38:40
13:12:00,Garware College,13:40:08
13:12:00,Nal Stop,13:42:06
13:12:00,Ideal Colony,13:45:04
13:12:00,Anand Nagar,13:46:32
13:12:00,Vanaz,13:49:00
,,
13:22:00,Ramwadi,13:22:00
13:22:00,Kalyani Nagar,13:26:02
13:22:00,Yerwada,13:31:00
13:22:00,Bund Garden,13:33:04
13:22:00,Ruby Hall Clinic,13:35:02
13:22:00,Pune Railway Station,13:37:02
13:22:00,Mangalwar Peth,13:39:08
13:22:00,District Court,13:42:06
13:22:00,PMC,13:44:04
13:22:00,Chatrapati Sambhaji Udyan,13:46:12
13:22:00,Deccan Gymkhana,13:48:40
13:22:00,Garware College,13:50:08
13:22:00,Nal Stop,13:52:06
13:22:00,Ideal Colony,13:55:04
13:22:00,Anand Nagar,13:56:32
13:22:00,Vanaz,13:59:00
,,
13:32:00,Ramwadi,13:32:00
13:32:00,Kalyani Nagar,13:36:02
13:32:00,Yerwada,13:41:00
13:32:00,Bund Garden,13:43:04
13:32:00,Ruby Hall Clinic,13:45:02
13:32:00,Pune Railway Station,13:47:02
13:32:00,Mangalwar Peth,13:49:08
13:32:00,District Court,13:52:06
13:32:00,PMC,13:54:04
13:32:00,Chatrapati Sambhaji Udyan,13:56:12
13:32:00,Deccan Gymkhana,13:58:40
13:32:00,Garware College,14:00:08
13:32:00,Nal Stop,14:02:06
13:32:00,Ideal Colony,14:05:04
13:32:00,Anand Nagar,14:06:32
13:32:00,Vanaz,14:09:00
,,
13:42:00,Ramwadi,13:42:00
13:42:00,Kalyani Nagar,13:46:02
13:42:00,Yerwada,13:51:00
13:42:00,Bund Garden,13:53:04
13:42:00,Ruby Hall Clinic,13:55:02
13:42:00,Pune Railway Station,13:57:02
13:42:00,Mangalwar Peth,13:59:08
13:42:00,District Court,14:02:06
13:42:00,PMC,14:04:04
13:42:00,Chatrapati Sambhaji Udyan,14:06:12
13:42:00,Deccan Gymkhana,14:08:40
13:42:00,Garware College,14:10:08
13:42:00,Nal Stop,14:12:06
13:42:00,Ideal Colony,14:15:04
13:42:00,Anand Nagar,14:16:32
13:42:00,Vanaz,14:19:00
,,
13:52:00,Ramwadi,13:52:00
13:52:00,Kalyani Nagar,13:56:02
13:52:00,Yerwada,14:01:00
13:52:00,Bund Garden,14:03:04
13:52:00,Ruby Hall Clinic,14:05:02
13:52:00,Pune Railway Station,14:07:02
13:52:00,Mangalwar Peth,14:09:08
13:52:00,District Court,14:12:06
13:52:00,PMC,14:14:04
13:52:00,Chatrapati Sambhaji Udyan,14:16:12
13:52:00,Deccan Gymkhana,14:18:40
13:52:00,Garware College,14:20:08
13:52:00,Nal Stop,14:22:06
13:52:00,Ideal Colony,14:25:04
13:52:00,Anand Nagar,14:26:32
13:52:00,Vanaz,14:29:00
,,
14:02:00,Ramwadi,14:02:00
14:02:00,Kalyani Nagar,14:06:02
14:02:00,Yerwada,14:11:00
14:02:00,Bund Garden,14:13:04
14:02:00,Ruby Hall Clinic,14:15:02
14:02:00,Pune Railway Station,14:17:02
14:02:00,Mangalwar Peth,14:19:08
14:02:00,District Court,14:22:06
14:02:00,PMC,14:24:04
14:02:00,Chatrapati Sambhaji Udyan,14:26:12
14:02:00,Deccan Gymkhana,14:28:40
14:02:00,Garware College,14:30:08
14:02:00,Nal Stop,14:32:06
14:02:00,Ideal Colony,14:35:04
14:02:00,Anand Nagar,14:36:32
14:02:00,Vanaz,14:39:00
,,
14:12:00,Ramwadi,14:12:00
14:12:00,Kalyani Nagar,14:16:02
14:12:00,Yerwada,14:21:00
14:12:00,Bund Garden,14:23:04
14:12:00,Ruby Hall Clinic,14:25:02
14:12:00,Pune Railway Station,14:27:02
14:12:00,Mangalwar Peth,14:29:08
14:12:00,District Court,14:32:06
14:12:00,PMC,14:34:04
14:12:00,Chatrapati Sambhaji Udyan,14:36:12
14:12:00,Deccan Gymkhana,14:38:40
14:12:00,Garware College,14:40:08
14:12:00,Nal Stop,14:42:06
14:12:00,Ideal Colony,14:45:04
14:12:00,Anand Nagar,14:46:32
14:12:00,Vanaz,14:49:00
,,
14:22:00,Ramwadi,14:22:00
14:22:00,Kalyani Nagar,14:26:02
14:22:00,Yerwada,14:31:00
14:22:00,Bund Garden,14:33:04
14:22:00,Ruby Hall Clinic,14:35:02
14:22:00,Pune Railway Station,14:37:02
14:22:00,Mangalwar Peth,14:39:08
14:22:00,District Court,14:42:06
14:22:00,PMC,14:44:04
14:22:00,Chatrapati Sambhaji Udyan,14:46:12
14:22:00,Deccan Gymkhana,14:48:40
14:22:00,Garware College,14:50:08
14:22:00,Nal Stop,14:52:06
14:22:00,Ideal Colony,14:55:04
14:22:00,Anand Nagar,14:56:32
14:22:00,Vanaz,14:59:00
,,
14:32:00,Ramwadi,14:32:00
14:32:00,Kalyani Nagar,14:36:02
14:32:00,Yerwada,14:41:00
14:32:00,Bund Garden,14:43:04
14:32:00,Ruby Hall Clinic,14:45:02
14:32:00,Pune Railway Station,14:47:02
14:32:00,Mangalwar Peth,14:49:08
14:32:00,District Court,14:52:06
14:32:00,PMC,14:54:04
14:32:00,Chatrapati Sambhaji Udyan,14:56:12
14:32:00,Deccan Gymkhana,14:58:40
14:32:00,Garware College,15:00:08
14:32:00,Nal Stop,15:02:06
14:32:00,Ideal Colony,15:05:04
14:32:00,Anand Nagar,15:06:32
14:32:00,Vanaz,15:09:00
,,
14:42:00,Ramwadi,14:42:00
14:42:00,Kalyani Nagar,14:46:02
14:42:00,Yerwada,14:51:00
14:42:00,Bund Garden,14:53:04
14:42:00,Ruby Hall Clinic,14:55:02
14:42:00,Pune Railway Station,14:57:02
14:42:00,Mangalwar Peth,14:59:08
14:42:00,District Court,15:02:06
14:42:00,PMC,15:04:04
14:42:00,Chatrapati Sambhaji Udyan,15:06:12
14:42:00,Deccan Gymkhana,15:08:40
14:42:00,Garware College,15:10:08
14:42:00,Nal Stop,15:12:06
14:42:00,Ideal Colony,15:15:04
14:42:00,Anand Nagar,15:16:32
14:42:00,Vanaz,15:19:00
,,
14:52:00,Ramwadi,14:52:00
14:52:00,Kalyani Nagar,14:56:02
14:52:00,Yerwada,15:01:00
14:52:00,Bund Garden,15:03:04
14:52:00,Ruby Hall Clinic,15:05:02
14:52:00,Pune Railway Station,15:07:02
14:52:00,Mangalwar Peth,15:09:08
14:52:00,District Court,15:12:06
14:52:00,PMC,15:14:04
14:52:00,Chatrapati Sambhaji Udyan,15:16:12
14:52:00,Deccan Gymkhana,15:18:40
14:52:00,Garware College,15:20:08
14:52:00,Nal Stop,15:22:06
14:52:00,Ideal Colony,15:25:04
14:52:00,Anand Nagar,15:26:32
14:52:00,Vanaz,15:29:00
,,
15:02:00,Ramwadi,15:02:00
15:02:00,Kalyani Nagar,15:06:02
15:02:00,Yerwada,15:11:00
15:02:00,Bund Garden,15:13:04
15:02:00,Ruby Hall Clinic,15:15:02
15:02:00,Pune Railway Station,15:17:02
15:02:00,Mangalwar Peth,15:19:08
15:02:00,District Court,15:22:06
15:02:00,PMC,15:24:04
15:02:00,Chatrapati Sambhaji Udyan,15:26:12
15:02:00,Deccan Gymkhana,15:28:40
15:02:00,Garware College,15:30:08
15:02:00,Nal Stop,15:32:06
15:02:00,Ideal Colony,15:35:04
15:02:00,Anand Nagar,15:36:32
15:02:00,Vanaz,15:39:00
,,
15:12:00,Ramwadi,15:12:00
15:12:00,Kalyani Nagar,15:16:02
15:12:00,Yerwada,15:21:00
15:12:00,Bund Garden,15:23:04
15:12:00,Ruby Hall Clinic,15:25:02
15:12:00,Pune Railway Station,15:27:02
15:12:00,Mangalwar Peth,15:29:08
15:12:00,District Court,15:32:06
15:12:00,PMC,15:34:04
15:12:00,Chatrapati Sambhaji Udyan,15:36:12
15:12:00,Deccan Gymkhana,15:38:40
15:12:00,Garware College,15:40:08
15:12:00,Nal Stop,15:42:06
15:12:00,Ideal Colony,15:45:04
15:12:00,Anand Nagar,15:46:32
15:12:00,Vanaz,15:49:00
,,
15:22:00,Ramwadi,15:22:00
15:22:00,Kalyani Nagar,15:26:02
15:22:00,Yerwada,15:31:00
15:22:00,Bund Garden,15:33:04
15:22:00,Ruby Hall Clinic,15:35:02
15:22:00,Pune Railway Station,15:37:02
15:22:00,Mangalwar Peth,15:39:08
15:22:00,District Court,15:42:06
15:22:00,PMC,15:44:04
15:22:00,Chatrapati Sambhaji Udyan,15:46:12
15:22:00,Deccan Gymkhana,15:48:40
15:22:00,Garware College,15:50:08
15:22:00,Nal Stop,15:52:06
15:22:00,Ideal Colony,15:55:04
15:22:00,Anand Nagar,15:56:32
15:22:00,Vanaz,15:59:00
,,
15:32:00,Ramwadi,15:32:00
15:32:00,Kalyani Nagar,15:36:02
15:32:00,Yerwada,15:41:00
15:32:00,Bund Garden,15:43:04
15:32:00,Ruby Hall Clinic,15:45:02
15:32:00,Pune Railway Station,15:47:02
15:32:00,Mangalwar Peth,15:49:08
15:32:00,District Court,15:52:06
15:32:00,PMC,15:54:04
15:32:00,Chatrapati Sambhaji Udyan,15:56:12
15:32:00,Deccan Gymkhana,15:58:40
15:32:00,Garware College,16:00:08
15:32:00,Nal Stop,16:02:06
15:32:00,Ideal Colony,16:05:04
15:32:00,Anand Nagar,16:06:32
15:32:00,Vanaz,16:09:00
,,
15:42:00,Ramwadi,15:42:00
15:42:00,Kalyani Nagar,15:46:02
15:42:00,Yerwada,15:51:00
15:42:00,Bund Garden,15:53:04
15:42:00,Ruby Hall Clinic,15:55:02
15:42:00,Pune Railway Station,15:57:02
15:42:00,Mangalwar Peth,15:59:08
15:42:00,District Court,16:02:06
15:42:00,PMC,16:04:04
15:42:00,Chatrapati Sambhaji Udyan,16:06:12
15:42:00,Deccan Gymkhana,16:08:40
15:42:00,Garware College,16:10:08
15:42:00,Nal Stop,16:12:06
15:42:00,Ideal Colony,16:15:04
15:42:00,Anand Nagar,16:16:32
15:42:00,Vanaz,16:19:00
,,
15:52:00,Ramwadi,15:52:00
15:52:00,Kalyani Nagar,15:56:02
15:52:00,Yerwada,16:01:00
15:52:00,Bund Garden,16:03:04
15:52:00,Ruby Hall Clinic,16:05:02
15:52:00,Pune Railway Station,16:07:02
15:52:00,Mangalwar Peth,16:09:08
15:52:00,District Court,16:12:06
15:52:00,PMC,16:14:04
15:52:00,Chatrapati Sambhaji Udyan,16:16:12
15:52:00,Deccan Gymkhana,16:18:40
15:52:00,Garware College,16:20:08
15:52:00,Nal Stop,16:22:06
15:52:00,Ideal Colony,16:25:04
15:52:00,Anand Nagar,16:26:32
15:52:00,Vanaz,16:29:00
,,
16:02:00,Ramwadi,16:02:00
16:02:00,Kalyani Nagar,16:06:02
16:02:00,Yerwada,16:11:00
16:02:00,Bund Garden,16:13:04
16:02:00,Ruby Hall Clinic,16:15:02
16:02:00,Pune Railway Station,16:17:02
16:02:00,Mangalwar Peth,16:19:08
16:02:00,District Court,16:22:06
16:02:00,PMC,16:24:04
16:02:00,Chatrapati Sambhaji Udyan,16:26:12
16:02:00,Deccan Gymkhana,16:28:40
16:02:00,Garware College,16:30:08
16:02:00,Nal Stop,16:32:06
16:02:00,Ideal Colony,16:35:04
16:02:00,Anand Nagar,16:36:32
16:02:00,Vanaz,16:39:00
,,
16:09:00,Ramwadi,16:09:00
16:09:00,Kalyani Nagar,16:13:02
16:09:00,Yerwada,16:18:00
16:09:00,Bund Garden,16:20:04
16:09:00,Ruby Hall Clinic,16:22:02
16:09:00,Pune Railway Station,16:24:02
16:09:00,Mangalwar Peth,16:26:08
16:09:00,District Court,16:29:06
16:09:00,PMC,16:31:04
16:09:00,Chatrapati Sambhaji Udyan,16:33:12
16:09:00,Deccan Gymkhana,16:35:40
16:09:00,Garware College,16:37:08
16:09:00,Nal Stop,16:39:06
16:09:00,Ideal Colony,16:42:04
16:09:00,Anand Nagar,16:43:32
16:09:00,Vanaz,16:46:00
,,
16:16:00,Ramwadi,16:16:00
16:16:00,Kalyani Nagar,16:20:02
16:16:00,Yerwada,16:25:00
16:16:00,Bund Garden,16:27:04
16:16:00,Ruby Hall Clinic,16:29:02
16:16:00,Pune Railway Station,16:31:02
16:16:00,Mangalwar Peth,16:33:08
16:16:00,District Court,16:36:06
16:16:00,PMC,16:38:04
16:16:00,Chatrapati Sambhaji Udyan,16:40:12
16:16:00,Deccan Gymkhana,16:42:40
16:16:00,Garware College,16:44:08
16:16:00,Nal Stop,16:46:06
16:16:00,Ideal Colony,16:49:04
16:16:00,Anand Nagar,16:50:32
16:16:00,Vanaz,16:53:00
,,
16:23:00,Ramwadi,16:23:00
16:23:00,Kalyani Nagar,16:27:02
16:23:00,Yerwada,16:32:00
16:23:00,Bund Garden,16:34:04
16:23:00,Ruby Hall Clinic,16:36:02
16:23:00,Pune Railway Station,16:38:02
16:23:00,Mangalwar Peth,16:40:08
16:23:00,District Court,16:43:06
16:23:00,PMC,16:45:04
16:23:00,Chatrapati Sambhaji Udyan,16:47:12
16:23:00,Deccan Gymkhana,16:49:40
16:23:00,Garware College,16:51:08
16:23:00,Nal Stop,16:53:06
16:23:00,Ideal Colony,16:56:04
16:23:00,Anand Nagar,16:57:32
16:23:00,Vanaz,17:00:00
,,
16:30:00,Ramwadi,16:30:00
16:30:00,Kalyani Nagar,16:34:02
16:30:00,Yerwada,16:39:00
16:30:00,Bund Garden,16:41:04
16:30:00,Ruby Hall Clinic,16:43:02
16:30:00,Pune Railway Station,16:45:02
16:30:00,Mangalwar Peth,16:47:08
16:30:00,District Court,16:50:06
16:30:00,PMC,16:52:04
16:30:00,Chatrapati Sambhaji Udyan,16:54:12
16:30:00,Deccan Gymkhana,16:56:40
16:30:00,Garware College,16:58:08
16:30:00,Nal Stop,17:00:06
16:30:00,Ideal Colony,17:03:04
16:30:00,Anand Nagar,17:04:32
16:30:00,Vanaz,17:07:00
,,
16:37:00,Ramwadi,16:37:00
16:37:00,Kalyani Nagar,16:41:02
16:37:00,Yerwada,16:46:00
16:37:00,Bund Garden,16:48:04
16:37:00,Ruby Hall Clinic,16:50:02
16:37:00,Pune Railway Station,16:52:02
16:37:00,Mangalwar Peth,16:54:08
16:37:00,District Court,16:57:06
16:37:00,PMC,16:59:04
16:37:00,Chatrapati Sambhaji Udyan,17:01:12
16:37:00,Deccan Gymkhana,17:03:40
16:37:00,Garware College,17:05:08
16:37:00,Nal Stop,17:07:06
16:37:00,Ideal Colony,17:10:04
16:37:00,Anand Nagar,17:11:32
16:37:00,Vanaz,17:14:00
,,
16:44:00,Ramwadi,16:44:00
16:44:00,Kalyani Nagar,16:48:02
16:44:00,Yerwada,16:53:00
16:44:00,Bund Garden,16:55:04
16:44:00,Ruby Hall Clinic,16:57:02
16:44:00,Pune Railway Station,16:59:02
16:44:00,Mangalwar Peth,17:01:08
16:44:00,District Court,17:04:06
16:44:00,PMC,17:06:04
16:44:00,Chatrapati Sambhaji Udyan,17:08:12
16:44:00,Deccan Gymkhana,17:10:40
16:44:00,Garware College,17:12:08
16:44:00,Nal Stop,17:14:06
16:44:00,Ideal Colony,17:17:04
16:44:00,Anand Nagar,17:18:32
16:44:00,Vanaz,17:21:00
,,
16:51:00,Ramwadi,16:51:00
16:51:00,Kalyani Nagar,16:55:02
16:51:00,Yerwada,17:00:00
16:51:00,Bund Garden,17:02:04
16:51:00,Ruby Hall Clinic,17:04:02
16:51:00,Pune Railway Station,17:06:02
16:51:00,Mangalwar Peth,17:08:08
16:51:00,District Court,17:11:06
16:51:00,PMC,17:13:04
16:51:00,Chatrapati Sambhaji Udyan,17:15:12
16:51:00,Deccan Gymkhana,17:17:40
16:51:00,Garware College,17:19:08
16:51:00,Nal Stop,17:21:06
16:51:00,Ideal Colony,17:24:04
16:51:00,Anand Nagar,17:25:32
16:51:00,Vanaz,17:28:00
,,
16:58:00,Ramwadi,16:58:00
16:58:00,Kalyani Nagar,17:02:02
16:58:00,Yerwada,17:07:00
16:58:00,Bund Garden,17:09:04
16:58:00,Ruby Hall Clinic,17:11:02
16:58:00,Pune Railway Station,17:13:02
16:58:00,Mangalwar Peth,17:15:08
16:58:00,District Court,17:18:06
16:58:00,PMC,17:20:04
16:58:00,Chatrapati Sambhaji Udyan,17:22:12
16:58:00,Deccan Gymkhana,17:24:40
16:58:00,Garware College,17:26:08
16:58:00,Nal Stop,17:28:06
16:58:00,Ideal Colony,17:31:04
16:58:00,Anand Nagar,17:32:32
16:58:00,Vanaz,17:35:00
,,
17:05:00,Ramwadi,17:05:00
17:05:00,Kalyani Nagar,17:09:02
17:05:00,Yerwada,17:14:00
17:05:00,Bund Garden,17:16:04
17:05:00,Ruby Hall Clinic,17:18:02
17:05:00,Pune Railway Station,17:20:02
17:05:00,Mangalwar Peth,17:22:08
17:05:00,District Court,17:25:06
17:05:00,PMC,17:27:04
17:05:00,Chatrapati Sambhaji Udyan,17:29:12
17:05:00,Deccan Gymkhana,17:31:40
17:05:00,Garware College,17:33:08
17:05:00,Nal Stop,17:35:06
17:05:00,Ideal Colony,17:38:04
17:05:00,Anand Nagar,17:39:32
17:05:00,Vanaz,17:42:00
,,
17:12:00,Ramwadi,17:12:00
17:12:00,Kalyani Nagar,17:16:02
17:12:00,Yerwada,17:21:00
17:12:00,Bund Garden,17:23:04
17:12:00,Ruby Hall Clinic,17:25:02
17:12:00,Pune Railway Station,17:27:02
17:12:00,Mangalwar Peth,17:29:08
17:12:00,District Court,17:32:06
17:12:00,PMC,17:34:04
17:12:00,Chatrapati Sambhaji Udyan,17:36:12
17:12:00,Deccan Gymkhana,17:38:40
17:12:00,Garware College,17:40:08
17:12:00,Nal Stop,17:42:06
17:12:00,Ideal Colony,17:45:04
17:12:00,Anand Nagar,17:46:32
17:12:00,Vanaz,17:49:00
,,
17:19:00,Ramwadi,17:19:00
17:19:00,Kalyani Nagar,17:23:02
17:19:00,Yerwada,17:28:00
17:19:00,Bund Garden,17:30:04
17:19:00,Ruby Hall Clinic,17:32:02
17:19:00,Pune Railway Station,17:34:02
17:19:00,Mangalwar Peth,17:36:08
17:19:00,District Court,17:39:06
17:19:00,PMC,17:41:04
17:19:00,Chatrapati Sambhaji Udyan,17:43:12
17:19:00,Deccan Gymkhana,17:45:40
17:19:00,Garware College,17:47:08
17:19:00,Nal Stop,17:49:06
17:19:00,Ideal Colony,17:52:04
17:19:00,Anand Nagar,17:53:32
17:19:00,Vanaz,17:56:00
,,
17:26:00,Ramwadi,17:26:00
17:26:00,Kalyani Nagar,17:30:02
17:26:00,Yerwada,17:35:00
17:26:00,Bund Garden,17:37:04
17:26:00,Ruby Hall Clinic,17:39:02
17:26:00,Pune Railway Station,17:41:02
17:26:00,Mangalwar Peth,17:43:08
17:26:00,District Court,17:46:06
17:26:00,PMC,17:48:04
17:26:00,Chatrapati Sambhaji Udyan,17:50:12
17:26:00,Deccan Gymkhana,17:52:40
17:26:00,Garware College,17:54:08
17:26:00,Nal Stop,17:56:06
17:26:00,Ideal Colony,17:59:04
17:26:00,Anand Nagar,18:00:32
17:26:00,Vanaz,18:03:00
,,
17:33:00,Ramwadi,17:33:00
17:33:00,Kalyani Nagar,17:37:02
17:33:00,Yerwada,17:42:00
17:33:00,Bund Garden,17:44:04
17:33:00,Ruby Hall Clinic,17:46:02
17:33:00,Pune Railway Station,17:48:02
17:33:00,Mangalwar Peth,17:50:08
17:33:00,District Court,17:53:06
17:33:00,PMC,17:55:04
17:33:00,Chatrapati Sambhaji Udyan,17:57:12
17:33:00,Deccan Gymkhana,17:59:40
17:33:00,Garware College,18:01:08
17:33:00,Nal Stop,18:03:06
17:33:00,Ideal Colony,18:06:04
17:33:00,Anand Nagar,18:07:32
17:33:00,Vanaz,18:10:00
,,
17:40:00,Ramwadi,17:40:00
17:40:00,Kalyani Nagar,17:44:02
17:40:00,Yerwada,17:49:00
17:40:00,Bund Garden,17:51:04
17:40:00,Ruby Hall Clinic,17:53:02
17:40:00,Pune Railway Station,17:55:02
17:40:00,Mangalwar Peth,17:57:08
17:40:00,District Court,18:00:06
17:40:00,PMC,18:02:04
17:40:00,Chatrapati Sambhaji Udyan,18:04:12
17:40:00,Deccan Gymkhana,18:06:40
17:40:00,Garware College,18:08:08
17:40:00,Nal Stop,18:10:06
17:40:00,Ideal Colony,18:13:04
17:40:00,Anand Nagar,18:14:32
17:40:00,Vanaz,18:17:00
,,
17:47:00,Ramwadi,17:47:00
17:47:00,Kalyani Nagar,17:51:02
17:47:00,Yerwada,17:56:00
17:47:00,Bund Garden,17:58:04
17:47:00,Ruby Hall Clinic,18:00:02
17:47:00,Pune Railway Station,18:02:02
17:47:00,Mangalwar Peth,18:04:08
17:47:00,District Court,18:07:06
17:47:00,PMC,18:09:04
17:47:00,Chatrapati Sambhaji Udyan,18:11:12
17:47:00,Deccan Gymkhana,18:13:40
17:47:00,Garware College,18:15:08
17:47:00,Nal Stop,18:17:06
17:47:00,Ideal Colony,18:20:04
17:47:00,Anand Nagar,18:21:32
17:47:00,Vanaz,18:24:00
,,
17:54:00,Ramwadi,17:54:00
17:54:00,Kalyani Nagar,17:58:02
17:54:00,Yerwada,18:03:00
17:54:00,Bund Garden,18:05:04
17:54:00,Ruby Hall Clinic,18:07:02
17:54:00,Pune Railway Station,18:09:02
17:54:00,Mangalwar Peth,18:11:08
17:54:00,District Court,18:14:06
17:54:00,PMC,18:16:04
17:54:00,Chatrapati Sambhaji Udyan,18:18:12
17:54:00,Deccan Gymkhana,18:20:40
17:54:00,Garware College,18:22:08
17:54:00,Nal Stop,18:24:06
17:54:00,Ideal Colony,18:27:04
17:54:00,Anand Nagar,18:28:32
17:54:00,Vanaz,18:31:00
,,
18:01:00,Ramwadi,18:01:00
18:01:00,Kalyani Nagar,18:05:02
18:01:00,Yerwada,18:10:00
18:01:00,Bund Garden,18:12:04
18:01:00,Ruby Hall Clinic,18:14:02
18:01:00,Pune Railway Station,18:16:02
18:01:00,Mangalwar Peth,18:18:08
18:01:00,District Court,18:21:06
18:01:00,PMC,18:23:04
18:01:00,Chatrapati Sambhaji Udyan,18:25:12
