Train Start Time,Station Name,Scheduled Time
,Garware College,14:11:52
,Deccan Gymkhana,14:14:20
,Chatrapati Sambhaji Udyan,14:16:48
,PMC,14:19:16
,District Court,14:21:44
,Mangalwar Peth,14:24:12
,Pune Railway Station,14:26:40
,Ruby Hall Clinic,14:29:08
,Bund Garden,14:31:36
,Yerwada,14:34:04
,Kalyani Nagar,14:36:32
,Ramwadi,14:39:00
14:12:00,Vanaz,14:12:00
,Anand Nagar,14:14:28
,Ideal Colony,14:16:56
,Nal Stop,14:19:24
,Garware College,14:21:52
,Deccan Gymkhana,14:24:20
,Chatrapati Sambhaji Udyan,14:26:48
,PMC,14:29:16
,District Court,14:31:44
,Mangalwar Peth,14:34:12
,Pune Railway Station,14:36:40
,Ruby Hall Clinic,14:39:08
,Bund Garden,14:41:36
,Yerwada,14:44:04
,Kalyani Nagar,14:46:32
,Ramwadi,14:49:00
14:22:00,Vanaz,14:22:00
,Anand Nagar,14:24:28
,Ideal Colony,14:26:56
,Nal Stop,14:29:24
,Garware College,14:31:52
,Deccan Gymkhana,14:34:20
,Chatrapati Sambhaji Udyan,14:36:48
,PMC,14:39:16
,District Court,14:41:44
,Mangalwar Peth,14:44:12
,Pune Railway Station,14:46:40
,Ruby Hall Clinic,14:49:08
,Bund Garden,14:51:36
,Yerwada,14:54:04
,Kalyani Nagar,14:56:32
,Ramwadi,14:59:00
14:32:00,Vanaz,14:32:00
,Anand Nagar,14:34:28
,Ideal Colony,14:36:56
,Nal Stop,14:39:24
,Garware College,14:41:52
,Deccan Gymkhana,14:44:20
,Chatrapati Sambhaji Udyan,14:46:48
,PMC,14:49:16
,District Court,14:51:44
,Mangalwar Peth,14:54:12
,Pune Railway Station,14:56:40
,Ruby Hall Clinic,14:59:08
,Bund Garden,15:01:36
,Yerwada,15:04:04
,Kalyani Nagar,15:06:32
,Ramwadi,15:09:00
14:42:00,Vanaz,14:42:00
,Anand Nagar,14:44:28
,Ideal Colony,14:46:56
,Nal Stop,14:49:24
,Garware College,14:51:52
,Deccan Gymkhana,14:54:20
,Chatrapati Sambhaji Udyan,14:56:48
,PMC,14:59:16
,District Court,15:01:44
,Mangalwar Peth,15:04:12
,Pune Railway Station,15:06:40
,Ruby Hall Clinic,15:09:08
,Bund Garden,15:11:36
,Yerwada,15:14:04
,Kalyani Nagar,15:16:32
,Ramwadi,15:19:00
14:52:00,Vanaz,14:52:00
,Anand Nagar,14:54:28
,Ideal Colony,14:56:56
,Nal Stop,14:59:24
,Garware College,15:01:52
,Deccan Gymkhana,15:04:20
,Chatrapati Sambhaji Udyan,15:06:48
,PMC,15:09:16
,District Court,15:11:44
,Mangalwar Peth,15:14:12
,Pune Railway Station,15:16:40
,Ruby Hall Clinic,15:19:08
,Bund Garden,15:21:36
,Yerwada,15:24:04
,Kalyani Nagar,15:26:32
,Ramwadi,15:29:00
15:02:00,Vanaz,15:02:00
,Anand Nagar,15:04:28
,Ideal Colony,15:06:56
,Nal Stop,15:09:24
,Garware College,15:11:52
,Deccan Gymkhana,15:14:20
,Chatrapati Sambhaji Udyan,15:16:48
,PMC,15:19:16
,District Court,15:21:44
,Mangalwar Peth,15:24:12
,Pune Railway Station,15:26:40
,Ruby Hall Clinic,15:29:08
,Bund Garden,15:31:36
,Yerwada,15:34:04
,Kalyani Nagar,15:36:32
,Ramwadi,15:39:00
15:12:00,Vanaz,15:12:00
,Anand Nagar,15:14:28
,Ideal Colony,15:16:56
,Nal Stop,15:19:24
,Garware College,15:21:52
,Deccan Gymkhana,15:24:20
,Chatrapati Sambhaji Udyan,15:26:48
,PMC,15:29:16
,District Court,15:31:44
,Mangalwar Peth,15:34:12
,Pune Railway Station,15:36:40
,Ruby Hall Clinic,15:39:08
,Bund Garden,15:41:36
,Yerwada,15:44:04
,Kalyani Nagar,15:46:32
,Ramwadi,15:49:00
15:22:00,Vanaz,15:22:00
,Anand Nagar,15:24:28
,Ideal Colony,15:26:56
,Nal Stop,15:29:24
,Garware College,15:31:52
,Deccan Gymkhana,15:34:20
,Chatrapati Sambhaji Udyan,15:36:48
,PMC,15:39:16
,District Court,15:41:44
,Mangalwar Peth,15:44:12
,Pune Railway Station,15:46:40
,Ruby Hall Clinic,15:49:08
,Bund Garden,15:51:36
,Yerwada,15:54:04
,Kalyani Nagar,15:56:32
,Ramwadi,15:59:00
15:32:00,Vanaz,15:32:00
,Anand Nagar,15:34:28
,Ideal Colony,15:36:56
,Nal Stop,15:39:24
,Garware College,15:41:52
,Deccan Gymkhana,15:44:20
,Chatrapati Sambhaji Udyan,15:46:48
,PMC,15:49:16
,District Court,15:51:44
,Mangalwar Peth,15:54:12
,Pune Railway Station,15:56:40
,Ruby Hall Clinic,15:59:08
,Bund Garden,16:01:36
,Yerwada,16:04:04
,Kalyani Nagar,16:06:32
,Ramwadi,16:09:00
15:42:00,Vanaz,15:42:00
,Anand Nagar,15:44:28
,Ideal Colony,15:46:56
,Nal Stop,15:49:24
,Garware College,15:51:52
,Deccan Gymkhana,15:54:20
,Chatrapati Sambhaji Udyan,15:56:48
,PMC,15:59:16
,District Court,16:01:44
,Mangalwar Peth,16:04:12
,Pune Railway Station,16:06:40
,Ruby Hall Clinic,16:09:08
,Bund Garden,16:11:36
,Yerwada,16:14:04
,Kalyani Nagar,16:16:32
,Ramwadi,16:19:00
15:52:00,Vanaz,15:52:00
,Anand Nagar,15:54:28
,Ideal Colony,15:56:56
,Nal Stop,15:59:24
,Garware College,16:01:52
,Deccan Gymkhana,16:04:20
,Chatrapati Sambhaji Udyan,16:06:48
,PMC,16:09:16
,District Court,16:11:44
,Mangalwar Peth,16:14:12
,Pune Railway Station,16:16:40
,Ruby Hall Clinic,16:19:08
,Bund Garden,16:21:36
,Yerwada,16:24:04
,Kalyani Nagar,16:26:32
,Ramwadi,16:29:00
16:02:00,Vanaz,16:02:00
,Anand Nagar,16:04:28
,Ideal Colony,16:06:56
,Nal Stop,16:09:24
,Garware College,16:11:52
,Deccan Gymkhana,16:14:20
,Chatrapati Sambhaji Udyan,16:16:48
,PMC,16:19:16
,District Court,16:21:44
,Mangalwar Peth,16:24:12
,Pune Railway Station,16:26:40
,Ruby Hall Clinic,16:29:08
,Bund Garden,16:31:36
,Yerwada,16:34:04
,Kalyani Nagar,16:36:32
,Ramwadi,16:39:00
16:09:00,Vanaz,16:09:00
,Anand Nagar,16:11:28
,Ideal Colony,16:13:56
,Nal Stop,16:16:24
,Garware College,16:18:52
,Deccan Gymkhana,16:21:20
,Chatrapati Sambhaji Udyan,16:23:48
,PMC,16:26:16
,District Court,16:28:44
,Mangalwar Peth,16:31:12
,Pune Railway Station,16:33:40
,Ruby Hall Clinic,16:36:08
,Bund Garden,16:38:36
,Yerwada,16:41:04
,Kalyani Nagar,16:43:32
,Ramwadi,16:46:00
16:16:00,Vanaz,16:16:00
,Anand Nagar,16:18:28
,Ideal Colony,16:20:56
,Nal Stop,16:23:24
,Garware College,16:25:52
,Deccan Gymkhana,16:28:20
,Chatrapati Sambhaji Udyan,16:30:48
,PMC,16:33:16
,District Court,16:35:44
,Mangalwar Peth,16:38:12
,Pune Railway Station,16:40:40
,Ruby Hall Clinic,16:43:08
,Bund Garden,16:45:36
,Yerwada,16:48:04
,Kalyani Nagar,16:50:32
,Ramwadi,16:53:00
16:23:00,Vanaz,16:23:00
,Anand Nagar,16:25:28
,Ideal Colony,16:27:56
,Nal Stop,16:30:24
,Garware College,16:32:52
,Deccan Gymkhana,16:35:20
,Chatrapati Sambhaji Udyan,16:37:48
,PMC,16:40:16
,District Court,16:42:44
,Mangalwar Peth,16:45:12
,Pune Railway Station,16:47:40
,Ruby Hall Clinic,16:50:08
,Bund Garden,16:52:36
,Yerwada,16:55:04
,Kalyani Nagar,16:57:32
,Ramwadi,17:00:00
16:30:00,Vanaz,16:30:00
,Anand Nagar,16:32:28
,Ideal Colony,16:34:56
,Nal Stop,16:37:24
,Garware College,16:39:52
,Deccan Gymkhana,16:42:20
,Chatrapati Sambhaji Udyan,16:44:48
,PMC,16:47:16
,District Court,16:49:44
,Mangalwar Peth,16:52:12
,Pune Railway Station,16:54:40
,Ruby Hall Clinic,16:57:08
,Bund Garden,16:59:36
,Yerwada,17:02:04
,Kalyani Nagar,17:04:32
,Ramwadi,17:07:00
16:37:00,Vanaz,16:37:00
,Anand Nagar,16:39:28
,Ideal Colony,16:41:56
,Nal Stop,16:44:24
,Garware College,16:46:52
,Deccan Gymkhana,16:49:20
,Chatrapati Sambhaji Udyan,16:51:48
,PMC,16:54:16
,District Court,16:56:44
,Mangalwar Peth,16:59:12
,Pune Railway Station,17:01:40
,Ruby Hall Clinic,17:04:08
,Bund Garden,17:06:36
,Yerwada,17:09:04
,Kalyani Nagar,17:11:32
,Ramwadi,17:14:00
16:44:00,Vanaz,16:44:00
,Anand Nagar,16:46:28
,Ideal Colony,16:48:56
,Nal Stop,16:51:24
,Garware College,16:53:52
,Deccan Gymkhana,16:56:20
,Chatrapati Sambhaji Udyan,16:58:48
,PMC,17:01:16
,District Court,17:03:44
,Mangalwar Peth,17:06:12
,Pune Railway Station,17:08:40
,Ruby Hall Clinic,17:11:08
,Bund Garden,17:13:36
,Yerwada,17:16:04
,Kalyani Nagar,17:18:32
,Ramwadi,17:21:00
16:51:00,Vanaz,16:51:00
,Anand Nagar,16:53:28
,Ideal Colony,16:55:56
,Nal Stop,16:58:24
,Garware College,17:00:52
,Deccan Gymkhana,17:03:20
,Chatrapati Sambhaji Udyan,17:05:48
,PMC,17:08:16
,District Court,17:10:44
,Mangalwar Peth,17:13:12
,Pune Railway Station,17:15:40
,Ruby Hall Clinic,17:18:08
,Bund Garden,17:20:36
,Yerwada,17:23:04
,Kalyani Nagar,17:25:32
,Ramwadi,17:28:00
16:58:00,Vanaz,16:58:00
,Anand Nagar,17:00:28
,Ideal Colony,17:02:56
,Nal Stop,17:05:24
,Garware College,17:07:52
,Deccan Gymkhana,17:10:20
,Chatrapati Sambhaji Udyan,17:12:48
,PMC,17:15:16
,District Court,17:17:44
,Mangalwar Peth,17:20:12
,Pune Railway Station,17:22:40
,Ruby Hall Clinic,17:25:08
,Bund Garden,17:27:36
,Yerwada,17:30:04
,Kalyani Nagar,17:32:32
,Ramwadi,17:35:00
17:05:00,Vanaz,17:05:00
,Anand Nagar,17:07:28
,Ideal Colony,17:09:56
,Nal Stop,17:12:24
,Garware College,17:14:52
,Deccan Gymkhana,17:17:20
,Chatrapati Sambhaji Udyan,17:19:48
,PMC,17:22:16
,District Court,17:24:44
,Mangalwar Peth,17:27:12
,Pune Railway Station,17:29:40
,Ruby Hall Clinic,17:32:08
,Bund Garden,17:34:36
,Yerwada,17:37:04
,Kalyani Nagar,17:39:32
,Ramwadi,17:42:00
17:12:00,Vanaz,17:12:00
,Anand Nagar,17:14:28
,Ideal Colony,17:16:56
,Nal Stop,17:19:24
,Garware College,17:21:52
,Deccan Gymkhana,17:24:20
,Chatrapati Sambhaji Udyan,17:26:48
,PMC,17:29:16
,District Court,17:31:44
,Mangalwar Peth,17:34:12
,Pune Railway Station,17:36:40
,Ruby Hall Clinic,17:39:08
,Bund Garden,17:41:36
,Yerwada,17:44:04
,Kalyani Nagar,17:46:32
,Ramwadi,17:49:00
17:19:00,Vanaz,17:19:00
,Anand Nagar,17:21:28
,Ideal Colony,17:23:56
,Nal Stop,17:26:24
,Garware College,17:28:52
,Deccan Gymkhana,17:31:20
,Chatrapati Sambhaji Udyan,17:33:48
,PMC,17:36:16
,District Court,17:38:44
,Mangalwar Peth,17:41:12
,Pune Railway Station,17:43:40
,Ruby Hall Clinic,17:46:08
,Bund Garden,17:48:36
,Yerwada,17:51:04
,Kalyani Nagar,17:53:32
,Ramwadi,17:56:00
17:26:00,Vanaz,17:26:00
,Anand Nagar,17:28:28
,Ideal Colony,17:30:56
,Nal Stop,17:33:24
,Garware College,17:35:52
,Deccan Gymkhana,17:38:20
,Chatrapati Sambhaji Udyan,17:40:48
,PMC,17:43:16
,District Court,17:45:44
,Mangalwar Peth,17:48:12
,Pune Railway Station,17:50:40
,Ruby Hall Clinic,17:53:08
,Bund Garden,17:55:36
,Yerwada,17:58:04
,Kalyani Nagar,18:00:32
,Ramwadi,18:03:00
17:33:00,Vanaz,17:33:00
,Anand Nagar,17:35:28
,Ideal Colony,17:37:56
,Nal Stop,17:40:24
,Garware College,17:42:52
,Deccan Gymkhana,17:45:20
,Chatrapati Sambhaji Udyan,17:47:48
,PMC,17:50:16
,District Court,17:52:44
,Mangalwar Peth,17:55:12
,Pune Railway Station,17:57:40
,Ruby Hall Clinic,18:00:08
,Bund Garden,18:02:36
,Yerwada,18:05:04
,Kalyani Nagar,18:07:32
,Ramwadi,18:10:00
17:40:00,Vanaz,17:40:00
,Anand Nagar,17:42:28
,Ideal Colony,17:44:56
,Nal Stop,17:47:24
,Garware College,17:49:52
,Deccan Gymkhana,17:52:20
,Chatrapati Sambhaji Udyan,17:54:48
,PMC,17:57:16
,District Court,17:59:44
,Mangalwar Peth,18:02:12
,Pune Railway Station,18:04:40
,Ruby Hall Clinic,18:07:08
,Bund Garden,18:09:36
,Yerwada,18:12:04
,Kalyani Nagar,18:14:32
,Ramwadi,18:17:00
17:47:00,Vanaz,17:47:00
,Anand Nagar,17:49:28
,Ideal Colony,17:51:56
,Nal Stop,17:54:24
,Garware College,17:56:52
,Deccan Gymkhana,17:59:20
,Chatrapati Sambhaji Udyan,18:01:48
,PMC,18:04:16
,District Court,18:06:44
,Mangalwar Peth,18:09:12
,Pune Railway Station,18:11:40
,Ruby Hall Clinic,18:14:08
,Bund Garden,18:16:36
,Yerwada,18:19:04
,Kalyani Nagar,18:21:32
,Ramwadi,18:24:00
17:54:00,Vanaz,17:54:00
,Anand Nagar,17:56:28
,Ideal Colony,17:58:56
,Nal Stop,18:01:24
,Garware College,18:03:52
,Deccan Gymkhana,18:06:20
,Chatrapati Sambhaji Udyan,18:08:48
,PMC,18:11:16
,District Court,18:13:44
,Mangalwar Peth,18:16:12
,Pune Railway Station,18:18:40
,Ruby Hall Clinic,18:21:08
,Bund Garden,18:23:36
,Yerwada,18:26:04
,Kalyani Nagar,18:28:32
,Ramwadi,18:31:00
18:01:00,Vanaz,18:01:00
,Anand Nagar,18:03:28
,Ideal Colony,18:05:56
,Nal Stop,18:08:24
,Garware College,18:10:52
,Deccan Gymkhana,18:13:20
,Chatrapati Sambhaji Udyan,18:15:48
,PMC,18:18:16
,District Court,18:20:44
,Mangalwar Peth,18:23:12
,Pune Railway Station,18:25:40
,Ruby Hall Clinic,18:28:08
,Bund Garden,18:30:36
,Yerwada,18:33:04
,Kalyani Nagar,18:35:32
,Ramwadi,18:38:00
18:08:00,Vanaz,18:08:00
,Anand Nagar,18:10:28
,Ideal Colony,18:12:56
,Nal Stop,18:15:24
,Garware College,18:17:52
,Deccan Gymkhana,18:20:20
,Chatrapati Sambhaji Udyan,18:22:48
,PMC,18:25:16
,District Court,18:27:44
,Mangalwar Peth,18:30:12
,Pune Railway Station,18:32:40
,Ruby Hall Clinic,18:35:08
,Bund Garden,18:37:36
,Yerwada,18:40:04
,Kalyani Nagar,18:42:32
,Ramwadi,18:45:00
18:15:00,Vanaz,18:15:00
,Anand Nagar,18:17:28
,Ideal Colony,18:19:56
,Nal Stop,18:22:24
,Garware College,18:24:52
,Deccan Gymkhana,18:27:20
,Chatrapati Sambhaji Udyan,18:29:48
,PMC,18:32:16
,District Court,18:34:44
,Mangalwar Peth,18:37:12
,Pune Railway Station,18:39:40
,Ruby Hall Clinic,18:42:08
,Bund Garden,18:44:36
,Yerwada,18:47:04
,Kalyani Nagar,18:49:32
,Ramwadi,18:52:00
18:22:00,Vanaz,18:22:00
,Anand Nagar,18:24:28
,Ideal Colony,18:26:56
,Nal Stop,18:29:24
,Garware College,18:31:52
,Deccan Gymkhana,18:34:20
,Chatrapati Sambhaji Udyan,18:36:48
,PMC,18:39:16
,District Court,18:41:44
,Mangalwar Peth,18:44:12
,Pune Railway Station,18:46:40
,Ruby Hall Clinic,18:49:08
,Bund Garden,18:51:36
,Yerwada,18:54:04
,Kalyani Nagar,18:56:32
,Ramwadi,18:59:00
18:29:00,Vanaz,18:29:00
,Anand Nagar,18:31:28
,Ideal Colony,18:33:56
,Nal Stop,18:36:24
,Garware College,18:38:52
,Deccan Gymkhana,18:41:20
,Chatrapati Sambhaji Udyan,18:43:48
,PMC,18:46:16
,District Court,18:48:44
,Mangalwar Peth,18:51:12
,Pune Railway Station,18:53:40
,Ruby Hall Clinic,18:56:08
,Bund Garden,18:58:36
,Yerwada,19:01:04
,Kalyani Nagar,19:03:32
,Ramwadi,19:06:00
18:36:00,Vanaz,18:36:00
,Anand Nagar,18:38:28
,Ideal Colony,18:40:56
,Nal Stop,18:43:24
,Garware College,18:45:52
,Deccan Gymkhana,18:48:20
,Chatrapati Sambhaji Udyan,18:50:48
,PMC,18:53:16
,District Court,18:55:44
,Mangalwar Peth,18:58:12
,Pune Railway Station,19:00:40
,Ruby Hall Clinic,19:03:08
,Bund Garden,19:05:36
,Yerwada,19:08:04
,Kalyani Nagar,19:10:32
,Ramwadi,19:13:00
18:43:00,Vanaz,18:43:00
,Anand Nagar,18:45:28
,Ideal Colony,18:47:56
,Nal Stop,18:50:24
,Garware College,18:52:52
,Deccan Gymkhana,18:55:20
,Chatrapati Sambhaji Udyan,18:57:48
,PMC,19:00:16
,District Court,19:02:44
,Mangalwar Peth,19:05:12
,Pune Railway Station,19:07:40
,Ruby Hall Clinic,19:10:08
,Bund Garden,19:12:36
,Yerwada,19:15:04
,Kalyani Nagar,19:17:32
,Ramwadi,19:20:00
18:50:00,Vanaz,18:50:00
,Anand Nagar,18:52:28
,Ideal Colony,18:54:56
,Nal Stop,18:57:24
,Garware College,18:59:52
,Deccan Gymkhana,19:02:20
,Chatrapati Sambhaji Udyan,19:04:48
,PMC,19:07:16
,District Court,19:09:44
,Mangalwar Peth,19:12:12
,Pune Railway Station,19:14:40
,Ruby Hall Clinic,19:17:08
,Bund Garden,19:19:36
,Yerwada,19:22:04
,Kalyani Nagar,19:24:32
,Ramwadi,19:27:00
18:57:00,Vanaz,18:57:00
,Anand Nagar,18:59:28
,Ideal Colony,19:01:56
,Nal Stop,19:04:24
,Garware College,19:06:52
,Deccan Gymkhana,19:09:20
,Chatrapati Sambhaji Udyan,19:11:48
,PMC,19:14:16
,District Court,19:16:44
,Mangalwar Peth,19:19:12
,Pune Railway Station,19:21:40
,Ruby Hall Clinic,19:24:08
,Bund Garden,19:26:36
,Yerwada,19:29:04
,Kalyani Nagar,19:31:32
,Ramwadi,19:34:00
19:04:00,Vanaz,19:04:00
,Anand Nagar,19:06:28
,Ideal Colony,19:08:56
,Nal Stop,19:11:24
,Garware College,19:13:52
,Deccan Gymkhana,19:16:20
,Chatrapati Sambhaji Udyan,19:18:48
,PMC,19:21:16
,District Court,19:23:44
,Mangalwar Peth,19:26:12
,Pune Railway Station,19:28:40
,Ruby Hall Clinic,19:31:08
,Bund Garden,19:33:36
,Yerwada,19:36:04
,Kalyani Nagar,19:38:32
,Ramwadi,19:41:00
19:11:00,Vanaz,19:11:00
,Anand Nagar,19:13:28
,Ideal Colony,19:15:56
,Nal Stop,19:18:24
,Garware College,19:20:52
,Deccan Gymkhana,19:23:20
,Chatrapati Sambhaji Udyan,19:25:48
,PMC,19:28:16
,District Court,19:30:44
,Mangalwar Peth,19:33:12
,Pune Railway Station,19:35:40
,Ruby Hall Clinic,19:38:08
,Bund Garden,19:40:36
,Yerwada,19:43:04
,Kalyani Nagar,19:45:32
,Ramwadi,19:48:00
19:18:00,Vanaz,19:18:00
,Anand Nagar,19:20:28
,Ideal Colony,19:22:56
,Nal Stop,19:25:24
,Garware College,19:27:52
,Deccan Gymkhana,19:30:20
,Chatrapati Sambhaji Udyan,19:32:48
,PMC,19:35:16
,District Court,19:37:44
,Mangalwar Peth,19:40:12
,Pune Railway Station,19:42:40
,Ruby Hall Clinic,19:45:08
,Bund Garden,19:47:36
,Yerwada,19:50:04
,Kalyani Nagar,19:52:32
,Ramwadi,19:55:00
19:25:00,Vanaz,19:25:00
,Anand Nagar,19:27:28
,Ideal Colony,19:29:56
,Nal Stop,19:32:24
,Garware College,19:34:52
,Deccan Gymkhana,19:37:20
,Chatrapati Sambhaji Udyan,19:39:48
,PMC,19:42:16
,District Court,19:44:44
,Mangalwar Peth,19:47:12
,Pune Railway Station,19:49:40
,Ruby Hall Clinic,19:52:08
,Bund Garden,19:54:36
,Yerwada,19:57:04
,Kalyani Nagar,19:59:32
,Ramwadi,20:02:00
19:32:00,Vanaz,19:32:00
,Anand Nagar,19:34:28
,Ideal Colony,19:36:56
,Nal Stop,19:39:24
,Garware College,19:41:52
,Deccan Gymkhana,19:44:20
,Chatrapati Sambhaji Udyan,19:46:48
,PMC,19:49:16
,District Court,19:51:44
,Mangalwar Peth,19:54:12
,Pune Railway Station,19:56:40
,Ruby Hall Clinic,19:59:08
,Bund Garden,20:01:36
,Yerwada,20:04:04
,Kalyani Nagar,20:06:32
,Ramwadi,20:09:00
19:39:00,Vanaz,19:39:00
,Anand Nagar,19:41:28
,Ideal Colony,19:43:56
,Nal Stop,19:46:24
,Garware College,19:48:52
,Deccan Gymkhana,19:51:20
,Chatrapati Sambhaji Udyan,19:53:48
,PMC,19:56:16
,District Court,19:58:44
,Mangalwar Peth,20:01:12
,Pune Railway Station,20:03:40
,Ruby Hall Clinic,20:06:08
,Bund Garden,20:08:36
,Yerwada,20:11:04
,Kalyani Nagar,20:13:32
,Ramwadi,20:16:00
19:46:00,Vanaz,19:46:00
,Anand Nagar,19:48:28
,Ideal Colony,19:50:56
,Nal Stop,19:53:24
,Garware College,19:55:52
,Deccan Gymkhana,19:58:20
,Chatrapati Sambhaji Udyan,20:00:48
,PMC,20:03:16
,District Court,20:05:44
,Mangalwar Peth,20:08:12
,Pune Railway Station,20:10:40
,Ruby Hall Clinic,20:13:08
,Bund Garden,20:15:36
,Yerwada,20:18:04
,Kalyani Nagar,20:20:32
,Ramwadi,20:23:00
19:53:00,Vanaz,19:53:00
,Anand Nagar,19:55:28
,Ideal Colony,19:57:56
,Nal Stop,20:00:24
,Garware College,20:02:52
,Deccan Gymkhana,20:05:20
,Chatrapati Sambhaji Udyan,20:07:48
,PMC,20:10:16
,District Court,20:12:44
,Mangalwar Peth,20:15:12
,Pune Railway Station,20:17:40
,Ruby Hall Clinic,20:20:08
,Bund Garden,20:22:36
,Yerwada,20:25:04
,Kalyani Nagar,20:27:32
,Ramwadi,20:30:00
20:00:00,Vanaz,20:00:00
,Anand Nagar,20:02:28
,Ideal Colony,20:04:56
,Nal Stop,20:07:24
,Garware College,20:09:52
,Deccan Gymkhana,20:12:20
,Chatrapati Sambhaji Udyan,20:14:48
,PMC,20:17:16
,District Court,20:19:44
,Mangalwar Peth,20:22:12
,Pune Railway Station,20:24:40
,Ruby Hall Clinic,20:27:08
,Bund Garden,20:29:36
,Yerwada,20:32:04
,Kalyani Nagar,20:34:32
,Ramwadi,20:37:00
20:10:00,Vanaz,20:10:00
,Anand Nagar,20:12:28
,Ideal Colony,20:14:56
,Nal Stop,20:17:24
,Garware College,20:19:52
,Deccan Gymkhana,20:22:20
,Chatrapati Sambhaji Udyan,20:24:48
,PMC,20:27:16
,District Court,20:29:44
,Mangalwar Peth,20:32:12
,Pune Railway Station,20:34:40
,Ruby Hall Clinic,20:37:08
,Bund Garden,20:39:36
,Yerwada,20:42:04
,Kalyani Nagar,20:44:32
,Ramwadi,20:47:00
20:20:00,Vanaz,20:20:00
,Anand Nagar,20:22:28
,Ideal Colony,20:24:56
,Nal Stop,20:27:24
,Garware College,20:29:52
,Deccan Gymkhana,20:32:20
,Chatrapati Sambhaji Udyan,20:34:48
,PMC,20:37:16
,District Court,20:39:44
,Mangalwar Peth,20:42:12
,Pune Railway Station,20:44:40
,Ruby Hall Clinic,20:47:08
,Bund Garden,20:49:36
,Yerwada,20:52:04
,Kalyani Nagar,20:54:32
,Ramwadi,20:57:00
20:30:00,Vanaz,20:30:00
,Anand Nagar,20:32:28
,Ideal Colony,20:34:56
,Nal Stop,20:37:24
,Garware College,20:39:52
,Deccan Gymkhana,20:42:20
,Chatrapati Sambhaji Udyan,20:44:48
,PMC,20:47:16
,District Court,20:49:44
,Mangalwar Peth,20:52:12
,Pune Railway Station,20:54:40
,Ruby Hall Clinic,20:57:08
,Bund Garden,20:59:36
,Yerwada,21:02:04
,Kalyani Nagar,21:04:32
,Ramwadi,21:07:00
20:40:00,Vanaz,20:40:00
,Anand Nagar,20:42:28
,Ideal Colony,20:44:56
,Nal Stop,20:47:24
,Garware College,20:49:52
,Deccan Gymkhana,20:52:20
,Chatrapati Sambhaji Udyan,20:54:48
,PMC,20:57:16
,District Court,20:59:44
,Mangalwar Peth,21:02:12
,Pune Railway Station,21:04:40
,Ruby Hall Clinic,21:07:08
,Bund Garden,21:09:36
,Yerwada,21:12:04
,Kalyani Nagar,21:14:32
,Ramwadi,21:17:00
20:50:00,Vanaz,20:50:00
,Anand Nagar,20:52:28
,Ideal Colony,20:54:56
,Nal Stop,20:57:24
,Garware College,20:59:52
,Deccan Gymkhana,21:02:20
,Chatrapati Sambhaji Udyan,21:04:48
,PMC,21:07:16
,District Court,21:09:44
,Mangalwar Peth,21:12:12
,Pune Railway Station,21:14:40
,Ruby Hall Clinic,21:17:08
,Bund Garden,21:19:36
,Yerwada,21:22:04
,Kalyani Nagar,21:24:32
,Ramwadi,21:27:00
21:00:00,Vanaz,21:00:00
,Anand Nagar,21:02:28
,Ideal Colony,21:04:56
,Nal Stop,21:07:24
,Garware College,21:09:52
,Deccan Gymkhana,21:12:20
,Chatrapati Sambhaji Udyan,21:14:48
,PMC,21:17:16
,District Court,21:19:44
,Mangalwar Peth,21:22:12
,Pune Railway Station,21:24:40
,Ruby Hall Clinic,21:27:08
,Bund Garden,21:29:36
,Yerwada,21:32:04
,Kalyani Nagar,21:34:32
,Ramwadi,21:37:00
21:10:00,Vanaz,21:10:00
,Anand Nagar,21:12:28
,Ideal Colony,21:14:56
,Nal Stop,21:17:24
,Garware College,21:19:52
,Deccan Gymkhana,21:22:20
,Chatrapati Sambhaji Udyan,21:24:48
,PMC,21:27:16
,District Court,21:29:44
,Mangalwar Peth,21:32:12
,Pune Railway Station,21:34:40
,Ruby Hall Clinic,21:37:08
,Bund Garden,21:39:36
,Yerwada,21:42:04
,Kalyani Nagar,21:44:32
,Ramwadi,21:47:00
21:20:00,Vanaz,21:20:00
,Anand Nagar,21:22:28
,Ideal Colony,21:24:56
,Nal Stop,21:27:24
,Garware College,21:29:52
,Deccan Gymkhana,21:32:20
,Chatrapati Sambhaji Udyan,21:34:48
,PMC,21:37:16
,District Court,21:39:44
,Mangalwar Peth,21:42:12
,Pune Railway Station,21:44:40
,Ruby Hall Clinic,21:47:08
,Bund Garden,21:49:36
,Yerwada,21:52:04
,Kalyani Nagar,21:54:32
,Ramwadi,21:57:00
21:30:00,Vanaz,21:30:00
,Anand Nagar,21:32:28
,Ideal Colony,21:34:56
,Nal Stop,21:37:24
,Garware College,21:39:52
,Deccan Gymkhana,21:42:20
,Chatrapati Sambhaji Udyan,21:44:48
,PMC,21:47:16
,District Court,21:49:44
,Mangalwar Peth,21:52:12
,Pune Railway Station,21:54:40
,Ruby Hall Clinic,21:57:08
,Bund Garden,21:59:36
,Yerwada,22:02:04
,Kalyani Nagar,22:04:32
,Ramwadi,22:07:00
21:40:00,Vanaz,21:40:00
,Anand Nagar,21:42:28
,Ideal Colony,21:44:56
,Nal Stop,21:47:24
,Garware College,21:49:52
,Deccan Gymkhana,21:52:20
,Chatrapati Sambhaji Udyan,21:54:48
,PMC,21:57:16
,District Court,21:59:44
